	C165-O_OH-2013-OC-ST222	C170-S_MI-2016-CS-ST222	C171-O_MI-2010-OC-ST222	C173-S_NY-2009-CS-ST222	C174-O_MD-2009-OC-ST222	C175-S_IN-2009-CS-ST222	C181-S_IL-2006-CS-ST222	C182-S_IL-2006-CS-ST222	C183-S_NY-2009-CS-ST222	C186-S_OH-2009-CS-ST222	C191-S_IL-2011-CS-ST222	C192-S_RI-2012-CS-ST222	C193-S_IL-2012-CS-ST222	C194-S_WI-2012-CS-ST222	C195-S_MI-2016-CS-ST222	C196-S_MI-2016-CS-ST222	C197-S_CO-2011-CS-ST222	C201-S_PA-2013-CS-ST222	C207-S_WI-2013-CS-ST222	C208-S_MA-2013-CS-ST222	C209-S_MA-2013-CS-ST222	C210-S_IL-2013-CS-ST222	C211-S_IL-2014-CS-ST222	C212-S_IN-2016-CS-ST222	C213-S_PA-2016-CS-ST222	C221-S_CT-2001-CS-ST222	C222-S_OH-2001-CS-ST222	C223-S_VT-2002-CS-ST222	C224-S_OH-2002-CS-ST222	C225-S_IL-2003-CS-ST222	C226-S_IL-2004-CS-ST222	C228-S_PA-1998-CS-ST222	C229-S_OH-2000-CS-ST222	C230-S_MO-2018-CS-ST222	C231-S_IN-2018-CS-ST222	C233-S_OH-2018-CS-ST222	C235-S_RI-2019-CS-ST222	C237-O_NJ-2019-OC-ST222	C238-O_OH-2019-OC-ST222	C240-S_IL-2019-CS-ST222	C242-S_OH-2019-CS-ST222	C290-S_CO-2018-CS-ST222	C291-O_OH-2013-OC-ST222	C292-S_IN-2018-CS-ST222	C293-S_MN-2013-CS-ST222	C294-S_MN-2019-CS-ST222	C295-S_MN-2019-CS-ST222	C296-S_MI-2010-CS-ST222	C297-S_MI-2013-CP-ST222	C298-S_MI-2013-CP-ST222	C299-S_MI-2013-CP-ST222	C300-S_MI-2013-CS-ST222	C301-S_MI-2013-CS-ST222	C302-S_MI-2013-CS-ST222	C303-S_MI-2013-CS-ST222	C304-S_MI-2014-CS-ST222	C305-S_MI-2015-CS-ST222	C306-S_MI-2015-CS-ST222	C307-S_MI-2016-CS-ST222	C308-S_MI-2016-CS-ST222	C309-S_MI-2016-CS-ST222	C310-S_MI-2017-CS-ST222	C311-S_MI-2018-CS-ST222	C312-S_MI-2018-CS-ST222	C313-S_MI-2018-CS-ST222	C314-S_MI-2018-CS-ST222	C315-S_MI-2018-CS-ST222	C316-S_MI-2019-CS-ST222	C317-S_MI-2019-CS-ST222	C318-S_MI-2019-CS-ST222	C319-S_MI-2019-CS-ST222	C320-S_MI-2019-CS-ST222	C321-S_MI-2020-CS-ST222	C322-S_CO-2011-CS-ST222	C323-S_CO-2017-CS-ST222	C324-S_CO-2018-CS-ST222	C325-S_NY-2016-CS-ST222	C326-S_NY-2016-CS-ST222	C327-S_NY-2016-CS-ST222	C328-S_NY-2017-CS-ST222	C329-S_NY-2017-CS-ST222	C330-S_NY-2017-CS-ST222	C331-S_NY-2017-CS-ST222	C332-S_NY-2017-CS-ST222	C333-S_NY-2017-CS-ST222	C334-S_NY-2017-CS-ST222	C335-S_NY-2017-CS-ST222	C336-S_NY-2017-CS-ST222	C337-S_NY-2017-CS-ST222	C338-S_NY-2016-CS-ST222	C339-S_NY-2018-CS-ST222	C340-S_NY-2017-CS-ST222	C341-S_NY-2015-CS-ST222	C342-S_NY-2015-CS-ST222	C343-S_NY-2012-CS-ST222	C344-S_NY-2016-CS-ST222	C345-S_MN-2018-CS-ST222	E155-O_OH-2013-OE-ST222	E156-O_OH-2013-OE-ST222	E157-O_OH-2013-OE-ST222	E159-O_OH-2013-OE-ST222	E160-O_OH-2013-OE-ST222	E161-O_MI-2010-OE-ST222	E162-O_MI-2010-OE-ST222	E163-O_MI-2010-OE-ST222	E164-O_MI-2010-OE-ST222	E165-O_VT-2002-OE-ST222	E166-O_VT-2002-OE-ST222	E167-O_MD-2009-OE-ST222	E168-O_MD-2009-OE-ST222	E169-O_MD-2009-OE-ST222	E170-O_MD-2009-OE-ST222	E171-O_MD-2009-OE-ST222	E172-O_PA-2009-OE-ST222	E174-O_OH-2013-OE-ST222	U1-U_MA-UNK-UNK-STUNK	U4-U_MA-UNK-UNK-STUNK	U5-U_MA-UNK-UNK-STUNK	U6-U_MA-UNK-UNK-STUNK	U9-U_MI-2016-UNK-ST222
C316-S_MI-2019-CS-ST222	99.9762	99.9672	99.9698	99.9762	99.9667	99.9037	99.9731	99.9444	99.9504	99.954	99.9798	99.9779	99.9368	99.974	99.9714	99.7861	99.9483	99.9738	99.9453	99.9525	99.9499	99.9185	99.9755	99.9046	99.8953	99.9408	99.9754	99.9746	99.9734	99.9275	99.9779	99.9736	99.9755	99.9294	99.9007	99.9703	99.9257	99.9635	99.945	99.9062	99.9461	99.9334	99.9719	99.9214	99.9297	99.9226	99.9384	99.959	99.9189	99.9181	99.9698	99.9421	99.9346	99.9644	99.9252	99.9527	99.9514	99.965	99.9688	99.9565	99.9409	99.8318	99.8977	99.9683	99.9262	99.9547	99.968	100	99.9925	99.9678	99.9705	99.9693	99.9901	99.9734	99.97	99.9679	99.95	99.9416	99.961	99.9394	99.97	99.9413	99.9723	99.9742	99.9429	99.9699	99.9448	99.9569	99.9681	99.9663	99.9643	99.9729	99.9792	99.9782	99.9458	99.9524	99.9454	99.9489	99.9481	99.944	99.9476	99.9463	99.9677	99.9686	99.9679	99.9655	99.9763	99.9779	99.9664	99.9653	99.9654	99.9656	99.9634	99.9626	99.9691	99.9481	99.9725	99.9724	99.9673	99.922
C317-S_MI-2019-CS-ST222	99.9749	99.9666	99.9683	99.9796	99.9685	99.9045	99.973	99.9463	99.9466	99.9533	99.9801	99.9746	99.9365	99.9754	99.9706	99.7852	99.9462	99.974	99.9458	99.9518	99.9473	99.9178	99.9777	99.9042	99.8967	99.9396	99.9783	99.9741	99.9738	99.9259	99.9776	99.9735	99.9718	99.9282	99.8998	99.9706	99.9214	99.9621	99.944	99.9046	99.9453	99.9338	99.9697	99.9221	99.9279	99.9211	99.9396	99.9592	99.9164	99.9185	99.9695	99.9404	99.9327	99.9647	99.9243	99.9548	99.9514	99.9656	99.9693	99.9567	99.9395	99.8314	99.8991	99.9689	99.9228	99.9531	99.9651	99.9925	100	99.942	99.9698	99.969	99.9909	99.9659	99.9669	99.9663	99.9523	99.9418	99.9634	99.9191	99.9681	99.9415	99.9708	99.9743	99.9417	99.9437	99.9435	99.9565	99.9674	99.9662	99.9638	99.9703	99.9797	99.9797	99.9478	99.9546	99.947	99.9508	99.9509	99.9481	99.9503	99.9475	99.9642	99.9668	99.9676	99.967	99.9766	99.976	99.9689	99.9694	99.9691	99.9668	99.9684	99.9657	99.9695	99.9523	99.9538	99.9713	99.9665	99.8993
C318-S_MI-2019-CS-ST222	99.9577	99.8643	99.8892	99.9058	99.9662	99.918	99.9364	99.8916	99.9648	99.8495	99.9672	99.9092	99.9407	99.9433	99.8755	99.7111	99.9084	99.9682	99.8611	99.9292	99.9071	99.8427	99.944	99.8736	99.725	99.8992	99.8283	99.8841	99.9065	99.9328	99.9161	99.8834	99.9061	99.8922	99.894	99.966	99.9027	99.9612	99.8485	99.8552	99.9274	99.8894	99.9727	99.8889	99.9183	99.7898	99.9354	99.9594	99.9431	99.9434	99.8898	99.8382	99.8296	99.8647	99.9509	99.9827	99.9759	99.818	99.8648	99.8613	99.9663	99.721	99.8331	99.9715	99.8341	99.8489	99.8874	99.9678	99.942	100	99.8891	99.9912	99.8943	99.8901	99.8143	99.926	99.7795	99.8659	99.8556	99.8689	99.9697	99.9725	99.9742	99.8667	99.8675	99.907	99.8517	99.8786	99.8642	99.8869	99.9671	99.8633	99.9166	99.9302	99.8573	99.8891	99.9076	99.9535	99.9537	99.9525	99.9525	99.9563	99.8875	99.8903	99.8884	99.8828	99.9114	99.9151	99.9648	99.9658	99.962	99.9613	99.9637	99.9627	99.974	99.9084	99.912	99.7977	99.8995	99.801
C319-S_MI-2019-CS-ST222	99.908	99.9963	99.9961	99.9438	99.9926	99.924	99.9231	99.8937	99.9838	99.9274	99.9806	99.9341	99.9488	99.8954	99.9338	99.7945	99.9442	99.8967	99.9353	99.9495	99.9298	99.9028	99.9822	99.8558	99.8678	99.9276	99.8948	99.9443	99.9933	99.89	99.9458	99.9315	99.9407	99.926	99.9203	99.8964	99.9187	99.9654	99.9293	99.875	99.9384	99.8861	99.9063	99.9233	99.927	99.8945	99.928	99.9603	99.9372	99.9356	99.9961	99.9916	99.9589	99.9941	99.9473	99.9577	99.9671	99.9964	99.9956	99.9422	99.9662	99.7818	99.9195	99.9916	99.8664	99.9845	99.994	99.9705	99.9698	99.8891	100	99.8862	99.9176	99.938	99.9197	99.8865	99.8896	99.8297	99.9657	99.8547	99.9896	99.9849	99.987	99.9634	99.905	99.8972	99.9661	99.8415	99.9695	99.9885	99.9809	99.9617	99.9318	99.9431	99.8796	99.9446	99.916	99.9049	99.9076	99.9026	99.905	99.9028	99.9922	99.9898	99.9915	99.9886	99.9432	99.9434	99.9924	99.9934	99.9908	99.9891	99.988	99.9886	99.9087	99.8445	99.9243	99.9102	99.9209	99.8669
C320-S_MI-2019-CS-ST222	99.9869	99.8908	99.8897	99.9321	99.9702	99.8985	99.9337	99.8804	99.9788	99.8725	99.9793	99.9107	99.9398	99.9724	99.8824	99.7356	99.8833	99.9716	99.8655	99.9316	99.884	99.8423	99.9731	99.8493	99.7506	99.8726	99.8263	99.9105	99.9068	99.9031	99.9156	99.9094	99.9034	99.9204	99.892	99.9702	99.9023	99.9587	99.8529	99.8595	99.9023	99.8886	99.9813	99.9154	99.9224	99.7896	99.9123	99.936	99.9413	99.9432	99.8884	99.8383	99.8526	99.8836	99.9259	99.9797	99.9763	99.8143	99.8884	99.864	99.97	99.7438	99.849	99.9688	99.8315	99.8528	99.8846	99.9693	99.969	99.9912	99.8862	100	99.8988	99.905	99.8149	99.9257	99.7863	99.8684	99.8585	99.8507	99.9724	99.9465	99.9735	99.8705	99.8926	99.8857	99.8342	99.8806	99.8649	99.8844	99.9664	99.8664	99.9175	99.9308	99.8622	99.8935	99.9165	99.9622	99.9604	99.9591	99.9605	99.9617	99.8865	99.8877	99.8889	99.887	99.9155	99.9168	99.9702	99.9707	99.9706	99.9694	99.9692	99.9675	99.9771	99.8864	99.8897	99.8011	99.9017	99.8069
C321-S_MI-2020-CS-ST222	99.9283	99.9182	99.9202	99.9771	99.9649	99.8562	99.9262	99.8652	99.9023	99.8994	99.9781	99.9078	99.8921	99.9274	99.923	99.7104	99.8759	99.9288	99.897	99.8871	99.8757	99.8475	99.9298	99.853	99.8232	99.8718	99.9036	99.9056	99.926	99.8406	99.9047	99.9064	99.9028	99.8798	99.8521	99.9239	99.8423	99.9155	99.8971	99.854	99.8987	99.8843	99.9233	99.8735	99.8824	99.8515	99.8707	99.9564	99.8471	99.8456	99.9182	99.8282	99.8835	99.9164	99.9207	99.8839	99.8812	99.89	99.9208	99.9519	99.8698	99.76	99.8274	99.9195	99.8523	99.8459	99.8891	99.9901	99.9909	99.8943	99.9176	99.8988	100	99.8972	99.8962	99.9166	99.8753	99.8697	99.9586	99.8592	99.9196	99.8922	99.9244	99.9261	99.8934	99.8922	99.8942	99.8847	99.92	99.9149	99.9176	99.9234	99.9063	99.9779	99.8727	99.879	99.874	99.8987	99.899	99.8975	99.8982	99.8952	99.9177	99.9174	99.9188	99.9186	99.9055	99.9047	99.964	99.9648	99.964	99.9621	99.962	99.9608	99.9204	99.8731	99.9069	99.8994	99.8942	99.846
C322-S_CO-2011-CS-ST222	99.9082	99.9312	99.9423	99.9644	99.9594	99.8692	99.9199	99.9038	99.9128	99.9101	99.9689	99.9893	99.889	99.9209	99.9108	99.7921	99.9724	99.9295	99.9035	99.9257	99.9677	99.9162	99.9001	99.8662	99.9029	99.9668	99.9925	99.9792	99.9412	99.8421	99.9912	99.9808	99.9147	99.8778	99.8794	99.9245	99.9886	99.9114	99.9215	99.8599	99.9171	99.9014	99.9277	99.8592	99.8872	99.9143	99.8959	99.9427	99.8851	99.8872	99.9423	99.8838	99.8968	99.9373	99.9232	99.9029	99.9011	99.9029	99.9338	99.9532	99.8844	99.8392	99.9197	99.9416	99.9379	99.9039	99.9394	99.9734	99.9659	99.8901	99.938	99.905	99.8972	100	99.9881	99.9213	99.9635	99.9631	99.96	99.8565	99.9386	99.9383	99.9447	99.9429	99.8879	99.9124	99.9098	99.978	99.9407	99.9394	99.9359	99.9373	99.9924	99.9735	99.9859	99.9911	99.8827	99.9321	99.9326	99.93	99.9318	99.9345	99.9409	99.9397	99.9428	99.9365	99.9895	99.9883	99.9876	99.9882	99.987	99.987	99.9867	99.9853	99.9308	99.9644	99.9656	99.9855	99.9872	99.9075
C323-S_CO-2017-CS-ST222	99.8551	99.9263	99.9271	99.946	99.9666	99.8323	99.8363	99.8516	99.93	99.9005	99.978	99.9602	99.8848	99.8301	99.8709	99.7872	99.9643	99.8296	99.8242	99.9057	99.9307	99.9013	99.8822	99.7671	99.8736	99.9521	99.9398	99.9895	99.9427	99.8166	99.9936	99.9582	99.9195	99.8546	99.7996	99.8296	99.95	99.8447	99.8426	99.7734	99.8469	99.7949	99.8483	99.8231	99.8531	99.8976	99.809	99.9363	99.8178	99.8178	99.9281	99.8501	99.8929	99.9233	99.9261	99.8795	99.8717	99.8918	99.9261	99.8984	99.8657	99.7389	99.9014	99.8965	99.864	99.8368	99.9205	99.97	99.9669	99.8143	99.9197	99.8149	99.8962	99.9881	100	99.8353	99.9349	99.9373	99.9441	99.8236	99.8968	99.8711	99.8979	99.91	99.8369	99.8524	99.8061	99.947	99.8794	99.9109	99.8853	99.9049	99.9619	99.9465	99.9161	99.973	99.8129	99.8295	99.8293	99.8238	99.829	99.823	99.9237	99.9288	99.9266	99.924	99.9907	99.99	99.9683	99.9714	99.9676	99.966	99.9687	99.9659	99.8475	99.8649	99.935	99.9546	99.9789	99.8232
C324-S_CO-2018-CS-ST222	99.958	99.884	99.8863	99.9116	99.9782	99.922	99.9433	99.8973	99.9642	99.9206	99.9763	99.9216	99.9549	99.94	99.8786	99.781	99.9207	99.9428	99.8842	99.9248	99.9161	99.9036	99.9836	99.876	99.8264	99.9096	99.8242	99.9179	99.9088	99.8678	99.9212	99.9197	99.8442	99.9174	99.9166	99.9381	99.9147	99.9689	99.877	99.8838	99.9266	99.9898	99.9555	99.9183	99.9196	99.8521	99.9079	99.9609	99.9424	99.9407	99.8804	99.8841	99.8498	99.8867	99.9359	99.9388	99.9517	99.8854	99.8852	99.8652	99.9483	99.7888	99.9179	99.9562	99.8818	99.8803	99.8839	99.9679	99.9663	99.926	99.8865	99.9257	99.9166	99.9213	99.8353	100	99.8503	99.913	99.9059	99.8556	99.9492	99.9512	99.9557	99.9177	99.9243	99.8957	99.8935	99.9211	99.8853	99.8801	99.9528	99.9109	99.9197	99.9108	99.9022	99.9206	99.8963	99.9506	99.9514	99.9512	99.951	99.9502	99.8802	99.8844	99.8809	99.8795	99.9151	99.9126	99.9731	99.9794	99.9727	99.9768	99.9741	99.9742	99.9522	99.8955	99.9167	99.8531	99.9043	99.8552
C325-S_NY-2016-CS-ST222	99.8313	99.8938	99.8972	99.92	99.9914	99.8537	99.8862	99.8285	99.9028	99.8455	99.9775	99.9384	99.8287	99.802	99.8862	99.7786	99.964	99.7994	99.8846	99.9085	99.9341	99.9415	99.9263	99.8166	99.8319	99.9031	99.9261	99.9719	99.8982	99.8642	99.9647	99.9378	99.8673	99.8554	99.7828	99.7982	99.9566	99.8739	99.8892	99.7718	99.8693	99.8184	99.8275	99.8053	99.8515	99.8541	99.7744	99.9412	99.7823	99.784	99.8944	99.8636	99.8617	99.8923	99.9239	99.8795	99.8948	99.853	99.8974	99.9516	99.9114	99.759	99.8476	99.9175	99.8592	99.8105	99.8611	99.95	99.9523	99.7795	99.8896	99.7863	99.8753	99.9635	99.9349	99.8503	100	99.9525	99.9889	99.8331	99.9164	99.9389	99.9446	99.9244	99.7955	99.8621	99.906	99.9458	99.8545	99.8909	99.9203	99.9214	99.9363	99.9157	99.9412	99.9906	99.7575	99.8326	99.831	99.8254	99.8307	99.8286	99.8903	99.892	99.8944	99.8924	99.9675	99.9675	99.9922	99.9909	99.992	99.9882	99.9885	99.9869	99.8297	99.8186	99.9334	99.9032	99.9677	99.797
C326-S_NY-2016-CS-ST222	99.9318	99.9065	99.9038	99.9518	99.9911	99.8508	99.9116	99.8637	99.908	99.8885	99.9783	99.944	99.9057	99.8947	99.9048	99.7766	99.9692	99.8924	99.8424	99.8882	99.9416	99.9399	99.8847	99.8475	99.8698	99.9519	99.9697	99.9692	99.911	99.8169	99.967	99.945	99.8955	99.8506	99.8467	99.8882	99.959	99.838	99.887	99.8081	99.8928	99.8757	99.9275	99.844	99.8492	99.8945	99.8883	99.9342	99.8301	99.8285	99.897	99.8464	99.869	99.9023	99.922	99.857	99.8762	99.8715	99.9049	99.9494	99.8943	99.7873	99.9109	99.9005	99.9101	99.8639	99.8972	99.9416	99.9418	99.8659	99.8297	99.8684	99.8697	99.9631	99.9373	99.913	99.9525	100	99.98	99.8376	99.8967	99.9208	99.9276	99.9117	99.8787	99.877	99.8617	99.9788	99.8986	99.8869	99.9034	99.9055	99.9429	99.9509	99.9373	99.9935	99.8631	99.9276	99.9264	99.9238	99.9284	99.9277	99.9002	99.8994	99.904	99.8964	99.9693	99.966	99.9886	99.9924	99.9884	99.9878	99.9845	99.9878	99.9317	99.978	99.9355	99.9471	99.952	99.9054
C327-S_NY-2016-CS-ST222	99.8817	99.9448	99.9709	99.9248	99.9941	99.9071	99.9314	99.9127	99.964	99.9111	99.9812	99.9642	99.9129	99.8564	99.9439	99.7841	99.9616	99.8577	99.9466	99.9413	99.9641	99.945	99.9848	99.8683	99.8568	99.9616	99.9258	99.9645	99.945	99.9885	99.9631	99.965	99.9422	99.9076	99.9052	99.8608	99.9828	99.9539	99.9444	99.8305	99.9382	99.8733	99.8747	99.9015	99.9087	99.9083	99.91	99.9795	99.9374	99.9359	99.9451	99.9388	99.9108	99.9423	99.9244	99.9788	99.9715	99.9386	99.9453	99.9331	99.9901	99.7693	99.9172	99.9619	99.87	99.9558	99.9401	99.961	99.9634	99.8556	99.9657	99.8585	99.9586	99.96	99.9441	99.9059	99.9889	99.98	100	99.8979	99.9616	99.9839	99.9915	99.9675	99.8402	99.9328	99.9861	99.962	99.9697	99.9395	99.9653	99.9674	99.9644	99.9218	99.9293	99.9884	99.9203	99.879	99.8795	99.8769	99.8792	99.877	99.9438	99.9422	99.9428	99.9413	99.9632	99.963	99.9943	99.9944	99.9938	99.992	99.9931	99.9926	99.8812	99.877	99.9843	99.9616	99.9599	99.8633
C328-S_NY-2017-CS-ST222	99.8659	99.8359	99.8597	99.8969	99.9352	99.8083	99.8517	99.9331	99.8921	99.7989	99.9441	99.8881	99.8986	99.8343	99.8514	99.6372	99.8648	99.853	99.7695	99.8583	99.8664	99.833	99.8328	99.8089	99.7243	99.8513	99.8417	99.8667	99.8736	99.9134	99.8878	99.8671	99.8828	99.8081	99.8138	99.853	99.8782	99.8632	99.8529	99.8098	99.8666	99.8173	99.8626	99.8132	99.8277	99.7341	99.8781	99.9371	99.8472	99.8454	99.8606	99.8098	99.8051	99.8346	99.8931	99.8835	99.8818	99.7833	99.8389	99.9089	99.8725	99.6115	99.7603	99.885	99.7805	99.8256	99.8566	99.9394	99.9191	99.8689	99.8547	99.8507	99.8592	99.8565	99.8236	99.8556	99.8331	99.8376	99.8979	100	99.8632	99.8576	99.8873	99.8161	99.8159	99.9284	99.737	99.846	99.8137	99.8232	99.8643	99.8178	99.8669	99.8929	99.8638	99.8619	99.8596	99.8421	99.8435	99.8407	99.8423	99.8416	99.8373	99.8353	99.8378	99.8363	99.8645	99.866	99.9308	99.9324	99.9349	99.9338	99.9327	99.9307	99.8626	99.8256	99.8654	99.8118	99.8538	99.7498
C329-S_NY-2017-CS-ST222	99.984	99.9873	99.9915	99.9782	99.9665	99.8945	99.9782	99.9074	99.9723	99.9701	99.9808	99.9462	99.9682	99.9656	99.958	99.7848	99.9151	99.9655	99.9404	99.9418	99.9205	99.8727	99.9799	99.8956	99.8991	99.9097	99.9326	99.9429	99.9901	99.8666	99.9472	99.9446	99.9409	99.9221	99.8913	99.9645	99.9309	99.9706	99.9342	99.8881	99.9612	99.9144	99.9809	99.9115	99.9202	99.9249	99.9605	99.9348	99.923	99.9223	99.992	99.965	99.957	99.9872	99.9256	99.9598	99.9533	99.9893	99.9921	99.959	99.9483	99.8342	99.8971	99.9944	99.9191	99.9775	99.9912	99.97	99.9681	99.9697	99.9896	99.9724	99.9196	99.9386	99.8968	99.9492	99.9164	99.8967	99.9616	99.8632	100	99.9655	99.9926	99.9765	99.955	99.9074	99.9635	99.9103	99.9912	99.9856	99.9888	99.9781	99.9471	99.9793	99.9178	99.9207	99.9653	99.9588	99.9598	99.9541	99.9582	99.9566	99.9864	99.9879	99.9901	99.9887	99.9414	99.9437	99.9669	99.9693	99.9679	99.966	99.9671	99.9638	99.9735	99.911	99.9159	99.9383	99.9298	99.9036
C330-S_NY-2017-CS-ST222	99.9848	99.9629	99.9896	99.9525	99.9879	99.9192	99.978	99.9143	99.9728	99.9451	99.9799	99.9209	99.9682	99.9386	99.9365	99.759	99.9372	99.9422	99.9442	99.9176	99.9418	99.8971	99.9791	99.8958	99.8531	99.9324	99.9092	99.9171	99.9663	99.9046	99.9205	99.917	99.914	99.8962	99.9171	99.9346	99.927	99.9679	99.9329	99.8624	99.9602	99.9169	99.9784	99.9138	99.8962	99.9212	99.9823	99.9309	99.9266	99.9269	99.9664	99.9629	99.9294	99.9874	99.9475	99.9583	99.9551	99.9637	99.9656	99.9598	99.9695	99.8092	99.9066	99.9685	99.892	99.9767	99.9618	99.9413	99.9415	99.9725	99.9849	99.9465	99.8922	99.9383	99.8711	99.9512	99.9389	99.9208	99.9839	99.8576	99.9655	100	99.9985	99.9555	99.961	99.9123	99.985	99.9125	99.968	99.9632	99.9801	99.9546	99.9228	99.954	99.9387	99.9458	99.9682	99.9837	99.9821	99.9796	99.9822	99.9817	99.965	99.967	99.9661	99.9647	99.9202	99.92	99.9935	99.9944	99.9927	99.9915	99.9907	99.9892	99.9843	99.9358	99.9398	99.9131	99.9087	99.9014
C331-S_NY-2017-CS-ST222	99.9849	99.9951	99.9943	99.9812	99.995	99.923	99.9824	99.9408	99.9911	99.9736	99.986	99.9509	99.9731	99.9688	99.9655	99.7884	99.9455	99.971	99.9466	99.9449	99.9456	99.9016	99.9827	99.9232	99.8965	99.9388	99.9344	99.9461	99.9929	99.9131	99.9476	99.9495	99.9441	99.926	99.9215	99.9655	99.9418	99.9743	99.9623	99.8942	99.9914	99.9593	99.9845	99.9209	99.9265	99.9294	99.9896	99.9641	99.9708	99.9694	99.9946	99.9903	99.9585	99.991	99.9536	99.9648	99.975	99.9924	99.9937	99.9884	99.9736	99.8399	99.9259	99.9963	99.9189	99.9915	99.992	99.9723	99.9708	99.9742	99.987	99.9735	99.9244	99.9447	99.8979	99.9557	99.9446	99.9276	99.9915	99.8873	99.9926	99.9985	100	99.9814	99.9827	99.9342	99.9887	99.9297	99.9942	99.9874	99.9986	99.9816	99.9468	99.9785	99.9387	99.944	99.9893	99.9834	99.9882	99.9775	99.9831	99.9866	99.9945	99.9871	99.9923	99.9899	99.9475	99.9466	99.9954	99.9961	99.9979	99.9972	99.995	99.996	99.989	99.9341	99.9464	99.9382	99.9332	99.9283
C332-S_NY-2017-CS-ST222	99.8882	99.9657	99.9647	99.9474	99.9711	99.9103	99.9398	99.8616	99.9758	99.9365	99.982	99.9474	99.9365	99.877	99.9323	99.8047	99.9185	99.8758	99.9483	99.9551	99.9235	99.884	99.9906	99.8461	99.8605	99.9135	99.9113	99.948	99.9718	99.9055	99.9501	99.9486	99.921	99.9307	99.9038	99.8816	99.9337	99.9804	99.9159	99.8548	99.9218	99.8871	99.8839	99.9277	99.9305	99.9047	99.9082	99.9398	99.923	99.9247	99.9586	99.9386	99.9266	99.9606	99.9282	99.9629	99.9532	99.9627	99.9658	99.9284	99.9499	99.7873	99.9175	99.9786	99.8887	99.9534	99.9633	99.9742	99.9743	99.8667	99.9634	99.8705	99.9261	99.9429	99.91	99.9177	99.9244	99.9117	99.9675	99.8161	99.9765	99.9555	99.9814	100	99.874	99.8566	99.9704	99.9212	99.9886	99.9616	99.9727	99.9941	99.9478	99.9456	99.8668	99.9231	99.9203	99.8633	99.8649	99.8636	99.8651	99.8653	99.965	99.9624	99.9648	99.9631	99.9452	99.9488	99.9724	99.9716	99.9713	99.9709	99.9712	99.9709	99.883	99.8155	99.9206	99.948	99.9336	99.8683
C333-S_NY-2017-CS-ST222	99.9018	99.8917	99.8974	99.8834	99.9302	99.8918	99.9142	99.8843	99.9535	99.858	99.9638	99.91	99.9072	99.8981	99.8929	99.7696	99.8888	99.9029	99.8828	99.9285	99.8889	99.8531	99.9593	99.8628	99.788	99.8748	99.8419	99.9079	99.8958	99.8692	99.9121	99.9096	99.8397	99.9133	99.9103	99.8988	99.9184	99.9309	99.8606	99.8659	99.8794	99.9099	99.9199	99.9106	99.9145	99.8108	99.9025	99.9111	99.9289	99.9264	99.8967	99.8721	99.8601	99.8947	99.8876	99.9423	99.9466	99.8951	99.894	99.8503	99.9298	99.7879	99.9248	99.9589	99.8877	99.9004	99.8929	99.9429	99.9417	99.8675	99.905	99.8926	99.8934	99.8879	99.8369	99.9243	99.7955	99.8787	99.8402	99.8159	99.955	99.961	99.9827	99.874	100	99.8654	99.8482	99.9024	99.8742	99.8899	99.974	99.8731	99.9083	99.8847	99.8511	99.8827	99.9279	99.8735	99.874	99.8709	99.8729	99.8728	99.8959	99.8913	99.8927	99.8911	99.9065	99.9101	99.9268	99.9286	99.9276	99.9272	99.9251	99.925	99.9082	99.8284	99.8795	99.8205	99.8939	99.8771
C334-S_NY-2017-CS-ST222	99.9003	99.8746	99.9052	99.9254	99.9618	99.852	99.8909	99.9638	99.9278	99.8298	99.9763	99.9181	99.9449	99.8762	99.8825	99.6702	99.8979	99.8998	99.8137	99.9014	99.895	99.8782	99.862	99.8562	99.754	99.8823	99.8867	99.8941	99.9069	99.945	99.9197	99.8923	99.9127	99.8504	99.8705	99.8925	99.9088	99.9075	99.8827	99.8529	99.8967	99.8818	99.8911	99.8651	99.8765	99.7609	99.909	99.9641	99.9055	99.9049	99.9029	99.8586	99.8439	99.8771	99.924	99.9252	99.9233	99.872	99.8794	99.953	99.9099	99.6458	99.8026	99.9334	99.8135	99.8709	99.9008	99.9699	99.9437	99.907	99.8972	99.8857	99.8922	99.9124	99.8524	99.8957	99.8621	99.877	99.9328	99.9284	99.9074	99.9123	99.9342	99.8566	99.8654	100	99.8109	99.891	99.8587	99.8656	99.9152	99.8575	99.8989	99.9243	99.9179	99.9194	99.9159	99.8984	99.9011	99.8982	99.8986	99.8981	99.9046	99.9065	99.9051	99.8766	99.9208	99.8941	99.9913	99.9919	99.9915	99.9889	99.9906	99.9884	99.8995	99.8704	99.8941	99.8397	99.9059	99.8184
